"word","freq"
"tradicional",3
"trail",3
"trainee",3
"trains",3
"transferring",3
"transformações",3
"transição",3
"transilvaniei",3
"translating",3
"translations",3
"transmedia",3
"transmisión",3
"transportes",3
"transposition",3
"trapped",3
"tras",3
"trasporti",3
"travelling",3
"treasure",3
"tres",3
"tribes",3
"trieste",3
"triffin",3
"troubling",3
"tryavna",3
"tsarist",3
"tsvyatko",3
"tug",3
"tunisian",3
"tunisien",3
"tunnel",3
"turística",3
"turístico",3
"turner",3
"turnofthecentury",3
"turnout",3
"twelve",3
"typical",3
"új",3
"ukraine’s",3
"uks",3
"ulaþtýrma",3
"ultimate",3
"unaccursed",3
"unboxed",3
"uncertainties",3
"uncovered",3
"underconsumption",3
"underwriting",3
"unifying",3
"unii",3
"unionism",3
"uniunea",3
"universidades",3
"universitaria",3
"unlikely",3
"updating",3
"urbaine",3
"usefulness",3
"usually",3
"utilize",3
"vagaries",3
"vain",3
"vakıfları",3
"valenciano",3
"valledupar",3
"válságmagyarázatok",3
"valuations",3
"vargas",3
"variance",3
"varna",3
"veblen",3
"vecm",3
"vector",3
"vendere",3
"venezolana",3
"ventures",3
"verde",3
"verdicts",3
"vías",3
"viewed",3
"vínculos",3
"viner",3
"vintage",3
"violations",3
"virginias",3
"virreinato",3
"virus",3
"vista",3
"visualizing",3
"vivos",3
"voie",3
"volatilities",3
"voľby",3
"volunteer",3
"vor",3
"votorantim",3
"vroeë",3
"waaldin",3
"walls",3
"walras",3
"wandel",3
"waqf",3
"warehouse",3
"warehousing",3
"warped",3
"warum",3
"wasting",3
"weakly",3
"weathering",3
"weightless",3
"weights",3
"went",3
"werden",3
"whiteness",3
"wide",3
"widowhood",3
"wie",3
"williamson",3
"wineries",3
"wing",3
"wings",3
"wir",3
"wirtschaftshistorische",3
"wisdom",3
"witch",3
"withholding",3
"woes",3
"won",3
"wood",3
"wools",3
"worklife",3
"workshops",3
"wrestling",3
"wright",3
"writ",3
"xi",3
"xiii",3
"xixlea",3
"xixth",3
"xviiilea",3
"xviiixix",3
"xxie",3
"yangzi",3
"yen",3
"you’re",3
"you”",3
"youths",3
"youtube",3
"yüzyılda",3
"zakah",3
"zarzadzania",3
"zealand’s",3
"zeiten",3
"η",3
"μια",3
"την",3
"της",3
"азии",3
"вплив",3
"державної",3
"европейския",3
"идеи",3
"икономически",3
"инновационного",3
"интеграции",3
"капитал",3
"место",3
"механізму",3
"о",3
"политика",3
"проблема",3
"российской",3
"с",3
"сектор",3
"систем",3
"съюз",3
"транспортных",3
"търговия",3
"търговията",3
"фирми",3
"х",3
"بررسی",3
"مدیریت",3
"–“free",2
"،",2
"¿a",2
"¿activos",2
"¿cómo",2
"¿crisis",2
"¿en",2
"¿es",2
"¿existe",2
"¿fue",2
"¿quién",2
"…",2
"‘deskilling",2
"‘european’",2
"‘for",2
"‘from",2
"‘getting",2
"‘green’",2
"‘if",2
"‘industrious",2
"‘international’",2
"‘mineralsrailway",2
"‘natural",2
"‘new",2
"‘new’",2
"‘old’",2
"‘s",2
"‘warm",2
"“a",2
"“belgian",2
"“cambio",2
"“cultural",2
"“development",2
"“efecto",2
"“eliminations",2
"“end",2
"“from",2
"“how",2
"“i’ve",2
"“income",2
"“lemons”",2
"“manias",2
"“my",2
"“no",2
"“nontraditional”",2
"“our",2
"“poor",2
"“roots”",2
"“swoosh”",2
"“there",2
"“trickledown”",2
"“why",2
"„ära",2
"«corriere",2
"«el",2
"«urban",2
"£",2
"ã©conomiques",2
"â€œrugged",2
"aã±os",2
"ab",2
"aba",2
"abandonment",2
"aber",2
"abierta",2
"abolishing",2
"abolitionist",2
"abordagem",2
"absent",2
"absolutism",2
"absorptive",2
"abundancia",2
"abundant",2
"académico",2
"accelerators",2
"acceptances",2
"accepted",2
"accessible",2
"accionar",2
"accumulazione",2
"aceh",2
"aceite",2
"aceites",2
"acequias",2
"acquiring",2
"acteurs",2
"activation",2
"activitybased",2
"actor",2
"actores",2
"actors’",2
"actuales",2
"actualidad",2
"actually",2
"açúcar",2
"açýsý",2
"adaptarea",2
"adaption",2
"aday",2
"adding",2
"adentro",2
"adequacy",2
"administrations",2
"ado",2
"adoptive",2
"advancements",2
"advent",2
"adventure",2
"adventures",2
"advisers",2
"advocate",2
"advocating",2
"aerial",2
"aesthetics",2
"aetolians",2
"afford",2
"affordances",2
"afghan",2
"africaines",2
"africana",2
"afrikanische",2
"afterschool",2
"agard",2
"âge",2
"aged",2
"agendas",2
"agente",2
"aggregated",2
"aggregation",2
"aggression",2
"agli",2
"agrária",2
"agree",2
"agricolas",2
"agricoles",2
"agriculturenutrition",2
"agrienvironmental",2
"agroaçucareiras",2
"agroecosystems",2
"agroindústria",2
"agropecuarias",2
"ah",2
"ahmad",2
"ahora",2
"aiming",2
"alabaster",2
"alan",2
"alaska",2
"albanian",2
"alcances",2
"alcoy",2
"aldo",2
"alert",2
"algérien",2
"algériennes",2
"alguns",2
"alianza",2
"alienation",2
"alimentació",2
"alive",2
"államok",2
"alleconomia",2
"allemandes",2
"allen",2
"allendes",2
"allocating",2
"allow",2
"almeria",2
"alois",2
"alongside",2
"alrededor",2
"altered",2
"alternance",2
"altes",2
"altruistic",2
"alvarez",2
"amateur",2
"amazonia",2
"ambiguity",2
"ambitions",2
"américaines",2
"americanstyle",2
"americii",2
"amerika’da",2
"amérique",2
"amintore",2
"amish",2
"amman",2
"amounts",2
"amsterdamsche",2
"analyzed",2
"anc",2
"anderson",2
"andhra",2
"anecdotal",2
"ángel",2
"angelas",2
"anglaise",2
"angleterre",2
"anglican",2
"angloamerican",2
"angst",2
"ani",2
"anmerkungen",2
"annees",2
"annuities",2
"annuity",2
"año",2
"anomie",2
"anonyme",2
"anonymes",2
"anspruch",2
"ant",2
"antarctic",2
"anthony",2
"anthropometrics",2
"antiausterity",2
"anticipating",2
"antigo",2
"antigua",2
"antigypsyism",2
"antiimmigrant",2
"antiracist",2
"antired",2
"antrópicos",2
"antwerp",2
"anwendung",2
"anyone",2
"apac",2
"apec",2
"aperçu",2
"aplicada",2
"aportaciones",2
"apossamento",2
"apostadero",2
"appearance",2
"apples",2
"applicable",2
"apport",2
"appraisals",2
"appreciation",2
"appréhender",2
"apprehensions",2
"apprentices",2
"approccio",2
"appunti",2
"aquitaine",2
"ar",2
"år",2
"árabe",2
"arabes",2
"arad",2
"aragï¿½n",2
"aragón",2
"arap",2
"arbanassi",2
"arbeitsmarkt",2
"arbeitsmarktpolitik",2
"archangel",2
"archipelago",2
"arena",2
"argentinaunited",2
"arhitectura",2
"áridos",2
"aristocrats",2
"aristotle’s",2
"arizona",2
"armenia",2
"arménov",2
"armyâ€™s",2
"arrendamiento",2
"arriving",2
"artes",2
"articulate",2
"artisan",2
"artist",2
"ascenso",2
"ascent",2
"ashraf",2
"asiento",2
"asociación",2
"asociatividad",2
"asparagus",2
"aspecte",2
"assemblage",2
"assetti",2
"assimilate",2
"assistenziale",2
"assurance",2
"assurers",2
"atil",2
"atomic",2
"atouts",2
"atraso",2
"atrocities",2
"attelée",2
"attending",2
"attilio",2
"attorneys",2
"attracting",2
"attribute",2
"attributions",2
"auctioned",2
"auctioneer",2
"auditing",2
"auditor",2
"audits",2
"aufstieg",2
"augmentation",2
"augmentative",2
"augmented",2
"august",2
"aujourdhui",2
"aumento",2
"ausgrenzung",2
"australians",2
"austria’s",2
"austrias",2
"autarchy",2
"autobahn",2
"autocracies",2
"autocrats",2
"automatic",2
"autonomia",2
"autores",2
"autrefois",2
"avances",2
"avenged",2
"avenue",2
"averaging",2
"avoided",2
"awakening",2
"ayer",2
"ayuntamiento",2
"ãžn",2
"azores",2
"azucarera",2
"babies",2
"backlog",2
"backup",2
"bacon",2
"bacons",2
"badan",2
"baden",2
"baghdad",2
"bahia",2
"bahía",2
"bairoch",2
"bakış",2
"bakýþ",2
"bâle",2
"bananera",2
"bananeros",2
"bancarie",2
"bang”",2
"banishment",2
"bank–industry",2
"bank’s",2
"bankacılık",2
"bankenkrise",2
"bankings",2
"bankvereeniging",2
"banquier",2
"baraccati",2
"barack",2
"baran",2
"bareeze",2
"barometer",2
"barometers",2
"baron",2
"barón",2
"barreras",2
"baskets",2
"basle",2
"bassin",2
"bau",2
"bazacle",2
"bear",2
"beast",2
"beautiful",2
"bebas",2
"bechuanaland",2
"befehlen",2
"begleitforschung",2
"beguinages",2
"beijing",2
"belarus",2
"bellum",2
"belong",2
"ben",2
"bend",2
"bending",2
"beneath",2
"benedetto",2
"beneficial",2
"benetton",2
"bénin",2
"benjamin",2
"benporath",2
"beratli",2
"bergier",2
"bermejo",2
"bernanke",2
"beruecksichtigung",2
"besatzung",2
"bestandsaufnahme",2
"bhutanese",2
"biblical",2
"bibliographical",2
"bicameralism",2
"bicentenario",2
"bicentennial",2
"bigger",2
"biggod",2
"bilan",2
"billetes",2
"billion",2
"billionaires",2
"bimetallic",2
"bind",2
"binding",2
"binge",2
"binjai",2
"biodiversidade",2
"bioeconomic",2
"bioethics",2
"biofuel",2
"biomass",2
"biopsychosocial",2
"biosciences",2
"biosociocultural",2
"bismarck’s",2
"bituminous",2
"blank",2
"blind",2
"blindness",2
"blízkom",2
"block",2
"blockbusting",2
"blood",2
"bloody",2
"blot",2
"bmis",2
"bndes",2
"bolchevique",2
"bölgesi",2
"bolivarian",2
"bolivie",2
"bollywood",2
"bologna",2
"bolshevik",2
"bomb",2
"bonding",2
"bonhoeffer",2
"boomtowns",2
"bootstrap",2
"borgatta",2
"boris",2
"boroughs",2
"borrowed",2
"borrower",2
"borsa",2
"börse",2
"boserup",2
"bossi",2
"botswana",2
"boundaryless",2
"bounds",2
"bouppteckningar",2
"bourgeoisie",2
"bovina",2
"brankruptcy",2
"brasília",2
"brave",2
"brazilus",2
"breach",2
"brecha",2
"breed",2
"brescia",2
"brésil",2
"brethren",2
"brève",2
"brevets",2
"bricolage",2
"bride",2
"brightest",2
"británicos",2
"britannica",2
"broadband",2
"brodie",2
"bromine",2
"brote",2
"brother",2
"brotherhood",2
"brought",2
"bruttonationalglück",2
"buck",2
"budgetary",2
"builders’",2
"bukharin",2
"bull",2
"bundesdeutschen",2
"bündnis",2
"burdens",2
"bureaucrats",2
"burguesía",2
"burgundian",2
"bursátiles",2
"business’",2
"businesses’",2
"businessmen",2
"bvmt",2
"bylej",2
"bystanders",2
"byzantium",2
"cabiati",2
"cáceres",2
"cadastral",2
"cadenas",2
"cadre",2
"cage",2
"caisses",2
"caixas",2
"cakes",2
"caloric",2
"cambiarias",2
"cambiarios",2
"caminhos",2
"caminos",2
"camp",2
"campuses",2
"canavieira",2
"cancelled",2
"candidate",2
"canning",2
"canon",2
"canvis",2
"canzuk",2
"cap",2
"capacidades",2
"capitale",2
"capitalizing",2
"capm",2
"captivity",2
"carácter",2
"careful",2
"caregiver",2
"caregiving",2
"caricatura",2
"caricom",2
"carl",2
"carmen",2
"carpathian",2
"carrera",2
"carreras",2
"carreteras",2
"carried",2
"cart",2
"cartelization",2
"cartera",2
"cartografía",2
"căsătoria",2
"căsătorie",2
"casestudy",2
"caseworker",2
"cashcrop",2
"cashs",2
"cassava",2
"časť",2
"cat",2
"cataluna",2
"catastrophic",2
"catchingup",2
"categorization",2
"cathedral",2
"cathedrals’",2
"caught",2
"cava",2
"caveat",2
"cayman",2
"cbt",2
"ccps",2
"cea",2
"cedeao",2
"ceilings",2
"cell",2
"censo",2
"censure",2
"censustype",2
"centenary",2
"centennial",2
"centering",2
"centrally",2
"centroamérica",2
"century”",2
"centurys",2
"cerealista",2
"cesar",2
"cesee",2
"cesión",2
"cette",2
"cfa",2
"challenged",2
"chambers",2
"chanel",2
"charge",2
"charisma",2
"charities",2
"chartbook",2
"chatbot",2
"cheating",2
"chemicals",2
"cherokees",2
"chiefs",2
"chiffre",2
"childcentered",2
"childfriendly",2
"childled",2
"chinois",2
"choléra",2
"chorbadzhis",2
"chose",2
"christians",2
"chronicle",2
"chronological",2
"churchill",2
"ciencias",2
"científica",2
"ciganoroma",2
"cigar",2
"circumscription",2
"cistercian",2
"ciudadanas",2
"ciudades",2
"civilians",2
"civility",2
"claim",2
"clase",2
"clásicos",2
"classicalkaleckian",2
"classifications",2
"classified",2
"classify",2
"clave",2
"cleaning",2
"clergy",2
"cleveland",2
"clicquotponsardin",2
"client",2
"climatechange",2
"clinician",2
"clinics",2
"clock",2
"clogs",2
"clover",2
"clustered",2
"cmea",2
"co₂",2
"coaches",2
"coahuila",2
"cobertura",2
"cocreative",2
"codesigning",2
"coefficient",2
"cohabiting",2
"cohen",2
"coins",2
"collège",2
"collegiate",2
"collusive",2
"colombia’s",2
"colonia",2
"colônia",2
"colonizaciã³n",2
"colorblind",2
"colorism",2
"colour",2
"coltan",2
"columns",2
"com",2
"combating",2
"combatting",2
"comeback",2
"comecon",2
"comerciantes",2
"comércio",2
"commerciales",2
"commissioner",2
"commodityproduct",2
"commonality",2
"commune",2
"communes",2
"communicating",2
"commutations",2
"commuters",2
"compagnie",2
"compañía",2
"companion",2
"company’s",2
"companys",2
"comparability",2
"comparé",2
"compassion",2
"compensating",2
"competences",2
"competent",2
"competitioneconomy",2
"competitions",2
"compilation",2
"complejidad",2
"completa",2
"completing",2
"complex’",2
"comportements",2
"comprendre",2
"compressed",2
"comunicación",2
"concentrated",2
"concepciones",2
"conceptualisation",2
"concertaje",2
"concorrenza",2
"condicionantes",2
"conducted",2
"confederación",2
"conferences",2
"confession",2
"configurations",2
"confinement",2
"confiscatory",2
"conflictividad",2
"conflictual",2
"conflit",2
"confrontation",2
"confronts",2
"congresses",2
"congruence",2
"conhecer",2
"conjectural",2
"conjoncture",2
"conjuncture",2
"conquests",2
"conseguenze",2
"conseil",2
"consolidado",2
"consorcios",2
"conspiracy",2
"constabulary",2
"constanta",2
"constitucional",2
"constitucionales",2
"constituencies",2
"constrained",2
"constrains",2
"constructivistas",2
"constructs",2
"construido",2
"consultants",2
"consulting",2
"consume",2
"consumerism",2
"containerization",2
"containing",2
"contemporaine",2
"contemporaneidad",2
"contemporáneo",2
"contemporâneo",2
"contestability",2
"contextualizing",2
"conti",2
"continentalización",2
"contingente",2
"continues",2
"continuities",2
"contrabando",2
"contraceptives",2
"contracíclica",2
"contradicted",2
"contradiction",2
"contrarreforma",2
"contrast",2
"contrasts",2
"contreperformance",2
"controllo",2
"convenience",2
"convergences",2
"conversations",2
"cooking",2
"cooks",2
"cool",2
"cooperations",2
"coopetition",2
"cooptation",2
"cooption",2
"copperbelt",2
"copras",2
"copula",2
"corchero",2
"corcheros",2
"corcho",2
"coresearchers",2
"corliss",2
"cornish",2
"corporaciones",2
"corporatist",2
"corporativa",2
"corporativas",2
"correlative",2
"correspondence",2
"correspondent",2
"corriente",2
"corrupt",2
"corsairs",2
"cosa",2
"costituente",2
"costpush",2
"cotées",2
"cotonou",2
"cotrugli",2
"couch",2
"countryproductdummy",2
"couple",2
"covariates",2
"covered",2
"covidrelated",2
"coyne",2
"coyuntura",2
"cpb",2
"čr",2
"cradle",2
"crean",2
"crédibilité",2
"credits",2
"creep",2
"creşterea",2
"criåÿ",2
"crimes",2
"criminalization",2
"criminological",2
"criminology",2
"crimmigration",2
"crip",2
"crişanei",2
"crisis’",2
"cristiana",2
"criteria",2
"criterion",2
"critic",2
"críticas",2
"crítico",2
"criza",2
"crizei",2
"croisés",2
"crossings",2
"crosssubsidies",2
"crosswalks",2
"crowds",2
"cruel",2
"cruelty",2
"cruz",2
"crypto",2
"cryptocurrencies",2
"cstinternational",2
"cuantitativo",2
"cuatro",2
"cubas",2
"cúcuta",2
"cuenta",2
"culprit",2
"cultivadores",2
"culturales",2
"culturally",2
"curb",2
"custodial",2
"custodiet",2
"customary",2
"cyberspace",2
"cybervictimization",2
"cylinder",2
"czechia",2
"członkowskich",2
"d’afrique",2
"d’économie",2
"d’innovation",2
"d’intérêt",2
"d’investissement",2
"ð²",2
"dacia",2
"dad",2
"daiichi",2
"dainty",2
"dakar",2
"dalam",2
"dalle",2
"damaging",2
"damocles",2
"dance",2
"danes",2
"danishamericans",2
"daoguang",2
"darwin",2
"databases",2
"daten",2
"dates",2
"deadliest",2
"deadlock",2
"dearest",2
"debacle",2
"débats",2
"debito",2
"debtfinanced",2
"debut",2
"decarbonizing",2
"deception",2
"deciphering",2
"decisionmakers",2
"declined",2
"decolonial",2
"decoupling",2
"decreasing",2
"decree",2
"decriminalization",2
"dedini",2
"deepen",2
"deeply",2
"deepwater",2
"défi",2
"defiance",2
"deflationary",2
"deflecting",2
"deformation",2
"defying",2
"deglobalization",2
"dehumanization",2
"delaying",2
"deliberate",2
"deliberation",2
"delivered",2
"dellitalia",2
"delphi",2
"deluge",2
"demanded",2
"demanding",2
"demandside",2
"dematel",2
"dematerialization",2
"demesne",2
"demesnes",2
"democracide",2
"démocratique",2
"démocratisation",2
"democratrepublican",2
"demográfica",2
"demográficos",2
"démographie",2
"demons",2
"denmark’",2
"denominated",2
"denominational",2
"dented",2
"dentreprise",2
"dentro",2
"dépargne",2
"dependência",2
"depending",2
"dépenses",2
"deposits’",2
"depress",2
"depressing",2
"depression”",2
"depressionera",2
"deradicalisation",2
"derecho",2
"déréglementation",2
"derivative",2
"desafios",2
"desarrollos",2
"descendants",2
"descent",2
"describing",2
"descriptiva",2
"desecrations",2
"desegregate",2
"desempenho",2
"desempleados",2
"desenvolvimentismo",2
"desequilibrio",2
"deserts",2
"desestilizados",2
"designs",2
"desigualdade",2
"desires",2
"desmovilización",2
"despegue",2
"despotism",2
"destabilizing",2
"destigmatization",2
"destroy",2
"destroyed",2
"det",2
"detection",2
"deterioration",2
"deterioro",2
"determinación",2
"determinanti",2
"determinism",2
"detrimental",2
"dettes",2
"deutschdeutschen",2
"deutsches",2
"deutschlands",2
"devaluaciones",2
"devices",2
"devised",2
"dezvoltare",2
"dezvoltarii",2
"dhaka",2
"dhistoire",2
"dialectics",2
"días",2
"diasporas",2
"díaz",2
"dichotomy",2
"dictator",2
"died",2
"dietary",2
"dietrich",2
"diferencial",2
"diferente",2
"differ",2
"differenceindifferences",2
"differencesindecompositions",2
"difficile",2
"difusión",2
"digit",2
"digitalized",2
"digitization",2
"digitizing",2
"dilemmák",2
"dimensionality",2
"dimensione",2
"dimensiunea",2
"dimitar",2
"dimorphism",2
"dina",2
"dinner",2
"dinnovation",2
"dintre",2
"diplomacia",2
"directa",2
"directional",2
"directionality",2
"dirigisme",2
"disaggregating",2
"disagreement",2
"disappearance",2
"disciplinary",2
"disciplining",2
"disconfirm",2
"discontents",2
"discounting",2
"discouraged",2
"discover",2
"discovered",2
"discriminated",2
"disequilibrium",2
"disinformation",2
"diskurs",2
"dislocation",2
"dismantle",2
"disobedience",2
"dispensaries",2
"dispersed",2
"disposition",2
"dissection",2
"dissent",2
"dissertations",2
"dissident",2
"dissonant",2
"distinctiveness",2
"distorsiones",2
"distributivo",2
"divario",2
"diversifying",2
"diversité",2
"dividing",2
"divisia",2
"doble",2
"dockyard",2
"doctors’",2
"documento",2
"doddfrank",2
"doenças",2
"doesn’t",2
"dojima",2
"dólar",2
"dolarización",2
"domácností",2
"domaines",2
"dominated",2
"dominican",2
"dominio",2
"dominions",2
"dönemi",2
"donor’s",2
"donorconceived",2
"dont",2
"doors",2
"dopoguerra",2
"dossetti",2
"dotación",2
"doubleentry",2
"dow",2
"downs",2
"downton",2
"dragon",2
"drama",2
"draw",2
"draws",2
"dreadful",2
"drogas",2
"drove",2
"dsge",2
"duales",2
"dubai",2
"dubrovnik",2
"ducati",2
"duchy",2
"dumping",2
"dundee",2
"dupont",2
"duración",2
"durant",2
"durostorum",2
"dusk",2
"dyad",2
"dye",2
"dystopia",2
"eac",2
"earliest",2
"easterlin",2
"échanges",2
"echo",2
"eclectic",2
"econã³mica",2
"econometrico",2
"économétrique",2
"economiamundo",2
"economias",2
"economicfinancial",2
"economichistorical",2
"economicmilitary",2
"económico",2
"econômicos",2
"economics“",2
"economiques",2
"economistas",2
"economy’",2
"ecumenical",2
"edmund",2
"edt",2
"educação",2
"educating",2
"educationtowork",2
"educators’",2
"edwards",2
"eeuu",2
"eﬀects",2
"efficience",2
"efta",2
"eggertsson",2
"egresados",2
"egyensúlyi",2
"egyesült",2
"eichengreen",2
"einem",2
"einheimischen",2
"einstein",2
"ejército",2
"ekonomický",2
"ekonomie",2
"ekonomisk",2
"eldorado",2
"elearning",2
"electorate",2
"eléctrica",2
"electricitysavings",2
"electrónico",2
"eliminate",2
"elinor",2
"élite",2
"élites",2
"embargoes",2
"embracing",2
"emiraten",2
"emisiones",2
"emisor",2
"emotion",2
"emphasis",2
"empire’s",2
"empiriche",2
"employed",2
"employing",2
"empowered",2
"empresarias",2
"empresario",2
"emulation",2
"enacting",2
"encaje",2
"enclosure",2
"endoflife",2
"endogene",2
"endogène",2
"endpurpose",2
"enemies",2
"energetica",2
"energético",2
"energéticos",2
"energycentric",2
"enforcer",2
"engel’s",2
"englishfrench",2
"englishonly",2
"enhanced",2
"enhances",2
"enlightened",2
"enlistees",2
"enrich",2
"enrico",2
"enrolment",2
"ensaio",2
"enskilda",2
"ensure",2
"enterpriselevel",2
"entfremdung",2
"enthusiasm",2
"entrada",2
"entrave",2
"entrepreneurships",2
"entreprise",2
"epas",2
"epochs",2
"epoque",2
"eqm",2
"equations",2
"equipamentos",2
"equivalents",2
"erden",2
"ergebnisse",2
"erie",2
"escala",2
"escenarios",2
"escritos",2
"esoko",2
"espacios",2
"espaço",2
"españas",2
"espanola",2
"essai",2
"essentialism",2
"essor",2
"establecimiento",2
"established",2
"estadísticas",2
"estándares",2
"estatismo",2
"esteri",2
"estilo",2
"estimaciones",2
"estimators",2
"estímulo",2
"estrangeiro",2
"estratégica",2
"estratégico",2
"estudian",2
"etapa",2
"état",2
"eternal",2
"ethik",2
"ethiopia’s",2
"éthique",2
"ethnicities",2
"ethnography",2
"ethnoreligious",2
"ethological",2
"être",2
"études",2
"euafrica",2
"eucee",2
"eucomparable",2
"euro’s",2
"eurocrisis",2
"eurodollar",2
"európai",2
"europäische",2
"europe–canada",2
"europeanisation",2
"europeantype",2
"européennes",2
"europeos",2
"európskeho",2
"euroregion",2
"euros",2
"eurowide",2
"eurozona",2
"eurozones",2
"évaluation",2
"evangelischen",2
"everything”",2
"evidencias",2
"evidenz",2
"evlogi",2
"evolucion",2
"evolutia",2
"évolution",2
"evolutions",2
"evropské",2
"ewom",2
"exante",2
"excise",2
"executions",2
"exgay",2
"exile",2
"eximport",2
"existential",2
"expanded",2
"expansão",2
"expatriate",2
"expatriates",2
"expect",2
"expectation",2
"expenditureside",2
"expenses",2
"experienced",2
"expériences",2
"experiência",2
"experts’",2
"expertscomptables",2
"exploit",2
"exploitations",2
"exploración",2
"explosion",2
"exportadores",2
"exportations",2
"exporter",2
"exposed",2
"exposures",2
"extendido",2
"extérieure",2
"externe",2
"externos",2
"extracción",2
"extractiva",2
"extrafamilial",2
"extraordinary",2
"extremadura",2
"extremist",2
"extremists",2
"fable",2
"facetoface",2
"fáciles",2
"facilitation",2
"facilitations",2
"factionalism",2
"faithbased",2
"faktörlerin",2
"fallacies",2
"fallamos",2
"fallen",2
"fallstudien",2
"fame",2
"familiale",2
"familie",2
"familiei",2
"families’",2
"familyowned",2
"fanfani",2
"fans",2
"fantasy",2
"farmland",2
"farmworkers",2
"fascisms",2
"fascistville",2
"fases",2
"faster",2
"fasting",2
"favelas",2
"faveur",2
"favor",2
"favored",2
"favourable",2
"fdr’s",2
"fears",2
"febrero",2
"fecundity",2
"fed’s",2
"federalist",2
"fedrigotti",2
"feed",2
"feedin",2
"feelings",2
"feet",2
"féin",2
"feinstein",2
"fellowship",2
"female–owned",2
"feminization",2
"fence",2
"fences",2
"ferro",2
"fertilisers",2
"fertility–education",2
"festival",2
"festivals",2
"feuds",2
"fictions",2
"fiefs",2
"fiesp",2
"fifteenth",2
"fifteenthcentury",2
"fighters",2
"figure",2
"fijo",2
"filial",2
"filles",2
"filter",2
"financereal",2
"financetradegrowth",2
"financiamento",2
"financiarisation",2
"financiarización",2
"finansowy",2
"finanziarie",2
"finanziellen",2
"finanzkrise",2
"finanzmarktes",2
"finanzplatz",2
"finland’s",2
"firme",2
"fishermen",2
"fishing",2
"fivephases",2
"fizetési",2
"flaring",2
"flighttosafety",2
"flip",2
"florestal",2
"flotación",2
"flowoffunds",2
"fluctuaciones",2
"fluctuating",2
"flussi",2
"fluvial",2
"fluxo",2
"fmi",2
"fogels",2
"folklore",2
"followup",2
"folly",2
"footnotes",2
"fördelning",2
"förderpolitik",2
"förderung",2
"foreignersâ€”an",2
"foreignness",2
"foreing",2
"foresight",2
"forestales",2
"foretold",2
"forex",2
"forgalom",2
"forged",2
"forking",2
"formă",2
"formalization",2
"formalized",2
"formations",2
"formed",2
"forprofit",2
"forschung",2
"fortalecimiento",2
"forte",2
"fortress",2
"fortyeighters",2
"forwardlooking",2
"foucauldian",2
"founder",2
"fourier",2
"fourstroke",2
"fourteenthcentury",2
"fractal",2
"fractionalization",2
"fracturedland",2
"fragilité",2
"framings",2
"frances",2
"francesa",2
"franchising",2
"francoprussian",2
"freedom”",2
"freedoms",2
"freelabor",2
"freeriding",2
"frenchspeaking",2
"frequent",2
"fresca",2
"fresh",2
"friday",2
"friedmans",2
"friendliness",2
"friendship",2
"friuli",2
"front",2
"fronte",2
"frontières",2
"frontline",2
"frosted",2
"frühen",2
"frutos",2
"fue",2
"fuelethanol",2
"fueling",2
"fuera",2
"fuite",2
"fulfil",2
"fully",2
"functionality",2
"functioned",2
"fundación",2
"fundamentalists",2
"funded",2
"fundraising",2
"furnishing",2
"fuse",2
"futurity",2
"gabinetes",2
"galbraith",2
"galor",2
"gamblers",2
"ganaderos",2
"gandhi",2
"gangrelated",2
"gangs",2
"ganó",2
"garden",2
"garment",2
"gastos",2
"gatt",2
"gaucho",2
"gauteng",2
"gauti",2
"gaza",2
"gazette",2
"gdps",2
"gdr",2
"gefahr",2
"gefährdetes",2
"geldpolitik",2
"geldtheorie",2
"gelecegi",2
"gelisimi",2
"geliþmiþliðin",2
"genderbias",2
"genealogies",2
"genealogy",2
"generaciones",2
"générale",2
"generales",2
"generational",2
"generators",2
"generazione",2
"gênese",2
"génesis",2
"genoese",2
"gens",2
"geográfica",2
"geográfico",2
"geometry",2
"geopolítica",2
"georg",2
"georgi",2
"gerontology",2
"gesell",2
"gesellschaftsvertrag",2
"gets",2
"gibbon",2
"gibrat’s",2
"gigantic",2
"gino",2
"giovanni",2
"girls’",2
"giro",2
"glimpses",2
"globales",2
"globalisations",2
"globalizada",2
"gm",2
"gnp",2
"godsend",2
"goldilocks",2
"gond",2
"googling",2
"gordon",2
"göta",2
"gothenburg",2
"gouvernement",2
"governmentality",2
"governmentsponsored",2
"grades",2
"grameen",2
"granadina",2
"grandfathering",2
"grandfathers",2
"grandparents",2
"grandsons",2
"grãopará",2
"grapes",2
"graph",2
"graphe",2
"greenback",2
"gremial",2
"greshams",2
"grey",2
"gridlock",2
"grids",2
"grief",2
"große",2
"grounds",2
"groza",2
"grubb",2
"grundherren",2
"gründung",2
"guangdong",2
"guano",2
"gubernatorial",2
"guerrilla",2
"guiding",2
"guillotine",2
"guineo",2
"gulags",2
"gustav",2
"guys",2
"habemus",2
"habitat",2
"habitus",2
"hacer",2
"hadzhi",2
"haircut",2
"hajj",2
"halal",2
"halts",2
"hamas",2
"hammurabi",2
"handloom",2
"happening",2
"happier",2
"harare",2
"harbor",2
"harder",2
"hardly",2
"hardship",2
"hare",2
"harmonic",2
"harry",2
"harsh",2
"hasnt",2
"hatása",2
"hatred",2
"haunted",2
"hawaiian",2
"hawker",2
"hawthorne",2
"healthpromoting",2
"hearth",2
"hedge",2
"hedges",2
"hegemon",2
"hegemonic",2
"hegemons",2
"helena",2
"helfferich",2
"hell’s",2
