.,Freq,freq,cum_freq,rank,gini
ROADS,10,6.506731213440303e-5,0.8080644426658949,1995,-0.0021290930807276176
SANITATION,10,6.506731213440303e-5,0.8081295099780293,1996,-0.0021290930807276176
SEARCH EQUILIBRIUM,10,6.506731213440303e-5,0.8081945772901638,1997,-0.0021290930807276176
SEIGNIORAGE,10,6.506731213440303e-5,0.8082596446022982,1998,-0.0021290930807276176
SOCIAL DILEMMAS,10,6.506731213440303e-5,0.8083247119144326,1999,-0.0021290930807276176
SOCIAL DISTANCE,10,6.506731213440303e-5,0.808389779226567,2000,-0.0021290930807276176
SONS,10,6.506731213440303e-5,0.8084548465387014,2001,-0.0021290930807276176
SPEED,10,6.506731213440303e-5,0.8085199138508358,2002,-0.0021290930807276176
STOCK-OPTIONS,10,6.506731213440303e-5,0.8085849811629702,2003,-0.0021290930807276176
SUBJECTIVE PROBABILITIES,10,6.506731213440303e-5,0.8086500484751046,2004,-0.0021290930807276176
SUCCESSION,10,6.506731213440303e-5,0.808715115787239,2005,-0.0021290930807276176
TALK,10,6.506731213440303e-5,0.8087801830993734,2006,-0.0021290930807276176
TARGET,10,6.506731213440303e-5,0.8088452504115078,2007,-0.0021290930807276176
TASTE,10,6.506731213440303e-5,0.8089103177236422,2008,-0.0021290930807276176
TERM LIMITS,10,6.506731213440303e-5,0.8089753850357766,2009,-0.0021290930807276176
THINKING,10,6.506731213440303e-5,0.809040452347911,2010,-0.0021290930807276176
TIEBOUT,10,6.506731213440303e-5,0.8091055196600454,2011,-0.0021290930807276176
TRACKING,10,6.506731213440303e-5,0.8091705869721798,2012,-0.0021290930807276176
TRADE-UNIONS,10,6.506731213440303e-5,0.8092356542843142,2013,-0.0021290930807276176
TRAGEDY,10,6.506731213440303e-5,0.8093007215964486,2014,-0.0021290930807276176
TRANSITION RATE,10,6.506731213440303e-5,0.809365788908583,2015,-0.0021290930807276176
TUITION,10,6.506731213440303e-5,0.8094308562207174,2016,-0.0021290930807276176
UNIONIZATION,10,6.506731213440303e-5,0.8094959235328518,2017,-0.0021290930807276176
VIEWS,10,6.506731213440303e-5,0.8095609908449862,2018,-0.0021290930807276176
WELFARE-REFORM,10,6.506731213440303e-5,0.8096260581571206,2019,-0.0021290930807276176
YOUNG-CHILDREN,10,6.506731213440303e-5,0.809691125469255,2020,-0.0021290930807276176
17TH-CENTURY,9,5.856058092096274e-5,0.8097496860501759,2021,-0.0021290930807276176
AFFINE MODELS,9,5.856058092096274e-5,0.8098082466310969,2022,-0.0021290930807276176
AFRICAN-AMERICANS,9,5.856058092096274e-5,0.8098668072120178,2023,-0.0021290930807276176
ALL-PAY AUCTIONS,9,5.856058092096274e-5,0.8099253677929387,2024,-0.0021290930807276176
AMERICAN SOUTH,9,5.856058092096274e-5,0.8099839283738596,2025,-0.0021290930807276176
ANEMIA,9,5.856058092096274e-5,0.8100424889547805,2026,-0.0021290930807276176
ANTICIPATED INCOME CHANGES,9,5.856058092096274e-5,0.8101010495357014,2027,-0.0021290930807276176
AUTOREGRESSION,9,5.856058092096274e-5,0.8101596101166223,2028,-0.0021290930807276176
AVOIDANCE-BEHAVIOR,9,5.856058092096274e-5,0.8102181706975432,2029,-0.0021290930807276176
BACKGROUND RISK,9,5.856058092096274e-5,0.8102767312784641,2030,-0.0021290930807276176
BARGAINING POWER,9,5.856058092096274e-5,0.810335291859385,2031,-0.0021290930807276176
BOUNDARIES,9,5.856058092096274e-5,0.8103938524403059,2032,-0.0021290930807276176
BUSINESS GROUPS,9,5.856058092096274e-5,0.8104524130212268,2033,-0.0021290930807276176
CAPITAL ACCOUNT LIBERALIZATION,9,5.856058092096274e-5,0.8105109736021477,2034,-0.0021290930807276176
CAPITAL CONTROLS,9,5.856058092096274e-5,0.8105695341830687,2035,-0.0021290930807276176
CAUSAL RELATIONSHIP,9,5.856058092096274e-5,0.8106280947639896,2036,-0.0021290930807276176
COGNITIVE REFLECTION,9,5.856058092096274e-5,0.8106866553449105,2037,-0.0021290930807276176
COHERENCE,9,5.856058092096274e-5,0.8107452159258314,2038,-0.0021290930807276176
COHORT,9,5.856058092096274e-5,0.8108037765067523,2039,-0.0021290930807276176
COMMODITY TAXATION,9,5.856058092096274e-5,0.8108623370876732,2040,-0.0021290930807276176
COMMON-STOCKS,9,5.856058092096274e-5,0.8109208976685941,2041,-0.0021290930807276176
COMOVEMENTS,9,5.856058092096274e-5,0.810979458249515,2042,-0.0021290930807276176
COMPANY,9,5.856058092096274e-5,0.8110380188304359,2043,-0.0021290930807276176
COMPLEMENTARITIES,9,5.856058092096274e-5,0.8110965794113568,2044,-0.0021290930807276176
CONSUMPTION RESPONSE,9,5.856058092096274e-5,0.8111551399922777,2045,-0.0021290930807276176
COVARIANCE-MATRIX ESTIMATION,9,5.856058092096274e-5,0.8112137005731986,2046,-0.0021290930807276176
COVENANTS,9,5.856058092096274e-5,0.8112722611541195,2047,-0.0021290930807276176
CROSS-COUNTRY EVIDENCE,9,5.856058092096274e-5,0.8113308217350405,2048,-0.0021290930807276176
CROSS-LISTINGS,9,5.856058092096274e-5,0.8113893823159614,2049,-0.0021290930807276176
CURVES,9,5.856058092096274e-5,0.8114479428968823,2050,-0.0021290930807276176
DARK SIDE,9,5.856058092096274e-5,0.8115065034778032,2051,-0.0021290930807276176
DATA MODELS,9,5.856058092096274e-5,0.8115650640587241,2052,-0.0021290930807276176
DEFENSE,9,5.856058092096274e-5,0.811623624639645,2053,-0.0021290930807276176
DEFICIT,9,5.856058092096274e-5,0.8116821852205659,2054,-0.0021290930807276176
DEMOGRAPHICS,9,5.856058092096274e-5,0.8117407458014868,2055,-0.0021290930807276176
DENMARK,9,5.856058092096274e-5,0.8117993063824077,2056,-0.0021290930807276176
DEVELOPMENT SUBSIDIES,9,5.856058092096274e-5,0.8118578669633286,2057,-0.0021290930807276176
DICTATOR GAME,9,5.856058092096274e-5,0.8119164275442495,2058,-0.0021290930807276176
DIFFUSIONS,9,5.856058092096274e-5,0.8119749881251704,2059,-0.0021290930807276176
DIRECTED TECHNICAL CHANGE,9,5.856058092096274e-5,0.8120335487060913,2060,-0.0021290930807276176
DISABILITY,9,5.856058092096274e-5,0.8120921092870123,2061,-0.0021290930807276176
DISHONESTY,9,5.856058092096274e-5,0.8121506698679332,2062,-0.0021290930807276176
DOWRY,9,5.856058092096274e-5,0.8122092304488541,2063,-0.0021290930807276176
DRINKING,9,5.856058092096274e-5,0.812267791029775,2064,-0.0021290930807276176
DROUGHT,9,5.856058092096274e-5,0.8123263516106959,2065,-0.0021290930807276176
DSGE MODELS,9,5.856058092096274e-5,0.8123849121916168,2066,-0.0021290930807276176
DYNAMIC OLIGOPOLY,9,5.856058092096274e-5,0.8124434727725377,2067,-0.0021290930807276176
EARLY-MODERN ENGLAND,9,5.856058092096274e-5,0.8125020333534586,2068,-0.0021290930807276176
ECONOMIC-FREEDOM,9,5.856058092096274e-5,0.8125605939343795,2069,-0.0021290930807276176
ECONOMIC-NEWS,9,5.856058092096274e-5,0.8126191545153004,2070,-0.0021290930807276176
ECONOMIC-POLICY,9,5.856058092096274e-5,0.8126777150962213,2071,-0.0021290930807276176
ECONOMIC-RECOVERY,9,5.856058092096274e-5,0.8127362756771422,2072,-0.0021290930807276176
ECONOMIC-REFORM,9,5.856058092096274e-5,0.8127948362580631,2073,-0.0021290930807276176
EGALITARIANISM,9,5.856058092096274e-5,0.812853396838984,2074,-0.0021290930807276176
ELECTRICITY CONSUMPTION,9,5.856058092096274e-5,0.812911957419905,2075,-0.0021290930807276176
ELICITATION,9,5.856058092096274e-5,0.8129705180008259,2076,-0.0021290930807276176
EMERGING MARKET,9,5.856058092096274e-5,0.8130290785817468,2077,-0.0021290930807276176
ENDOGENEITY,9,5.856058092096274e-5,0.8130876391626677,2078,-0.0021290930807276176
EVENTS,9,5.856058092096274e-5,0.8131461997435886,2079,-0.0021290930807276176
EXPANSIONS,9,5.856058092096274e-5,0.8132047603245095,2080,-0.0021290930807276176
EXPERIMENTATION,9,5.856058092096274e-5,0.8132633209054304,2081,-0.0021290930807276176
EXPLANATIONS,9,5.856058092096274e-5,0.8133218814863513,2082,-0.0021290930807276176
EXTENT,9,5.856058092096274e-5,0.8133804420672722,2083,-0.0021290930807276176
EXTERNAL FINANCE,9,5.856058092096274e-5,0.8134390026481931,2084,-0.0021290930807276176
FIAT MONEY,9,5.856058092096274e-5,0.813497563229114,2085,-0.0021290930807276176
FINANCIAL INTEGRATION,9,5.856058092096274e-5,0.813556123810035,2086,-0.0021290930807276176
FINANCIAL LIBERALIZATION,9,5.856058092096274e-5,0.8136146843909559,2087,-0.0021290930807276176
FINANCIAL RATIOS,9,5.856058092096274e-5,0.8136732449718768,2088,-0.0021290930807276176
FINANCIALIZATION,9,5.856058092096274e-5,0.8137318055527977,2089,-0.0021290930807276176
FORCE,9,5.856058092096274e-5,0.8137903661337186,2090,-0.0021290930807276176
FORECAST,9,5.856058092096274e-5,0.8138489267146395,2091,-0.0021290930807276176
FORMS,9,5.856058092096274e-5,0.8139074872955604,2092,-0.0021290930807276176
FRACTIONAL-INTEGRATION,9,5.856058092096274e-5,0.8139660478764813,2093,-0.0021290930807276176
FREE ENTRY,9,5.856058092096274e-5,0.8140246084574022,2094,-0.0021290930807276176
FRIEDMAN RULE,9,5.856058092096274e-5,0.8140831690383231,2095,-0.0021290930807276176
GASOLINE DEMAND,9,5.856058092096274e-5,0.814141729619244,2096,-0.0021290930807276176
GENERATIONS,9,5.856058092096274e-5,0.8142002902001649,2097,-0.0021290930807276176
GLOBAL BANKS,9,5.856058092096274e-5,0.8142588507810858,2098,-0.0021290930807276176
GOALS,9,5.856058092096274e-5,0.8143174113620067,2099,-0.0021290930807276176
GOOD PROVISION,9,5.856058092096274e-5,0.8143759719429277,2100,-0.0021290930807276176
GREAT MIGRATION,9,5.856058092096274e-5,0.8144345325238486,2101,-0.0021290930807276176
GUILDS,9,5.856058092096274e-5,0.8144930931047695,2102,-0.0021290930807276176
HEIGHTS,9,5.856058092096274e-5,0.8145516536856904,2103,-0.0021290930807276176
HIGH-SCHOOL,9,5.856058092096274e-5,0.8146102142666113,2104,-0.0021290930807276176
HIGHWAY,9,5.856058092096274e-5,0.8146687748475322,2105,-0.0021290930807276176
HOUSING PRICES,9,5.856058092096274e-5,0.8147273354284531,2106,-0.0021290930807276176
ILLEGAL IMMIGRATION,9,5.856058092096274e-5,0.814785896009374,2107,-0.0021290930807276176
INATTENTION,9,5.856058092096274e-5,0.8148444565902949,2108,-0.0021290930807276176
INCARCERATION,9,5.856058092096274e-5,0.8149030171712158,2109,-0.0021290930807276176
INCOME-TAX CREDIT,9,5.856058092096274e-5,0.8149615777521367,2110,-0.0021290930807276176
INCOME-TAXES,9,5.856058092096274e-5,0.8150201383330576,2111,-0.0021290930807276176
INFANT HEALTH,9,5.856058092096274e-5,0.8150786989139785,2112,-0.0021290930807276176
INFORMATION CASCADES,9,5.856058092096274e-5,0.8151372594948995,2113,-0.0021290930807276176
INFORMATIONAL CASCADES,9,5.856058092096274e-5,0.8151958200758204,2114,-0.0021290930807276176
INFORMED TRADERS,9,5.856058092096274e-5,0.8152543806567413,2115,-0.0021290930807276176
INITIAL CONDITIONS,9,5.856058092096274e-5,0.8153129412376622,2116,-0.0021290930807276176
INSIDERS,9,5.856058092096274e-5,0.8153715018185831,2117,-0.0021290930807276176
INSTRUMENTAL-VARIABLE ESTIMATION,9,5.856058092096274e-5,0.815430062399504,2118,-0.0021290930807276176
INTERGOVERNMENTAL GRANTS,9,5.856058092096274e-5,0.8154886229804249,2119,-0.0021290930807276176
INVESTMENT PERFORMANCE,9,5.856058092096274e-5,0.8155471835613458,2120,-0.0021290930807276176
IRREVERSIBLE INVESTMENT,9,5.856058092096274e-5,0.8156057441422667,2121,-0.0021290930807276176
JOB DISPLACEMENT,9,5.856058092096274e-5,0.8156643047231876,2122,-0.0021290930807276176
JOB-SATISFACTION,9,5.856058092096274e-5,0.8157228653041085,2123,-0.0021290930807276176
JOINT VENTURES,9,5.856058092096274e-5,0.8157814258850294,2124,-0.0021290930807276176
JUDGES,9,5.856058092096274e-5,0.8158399864659504,2125,-0.0021290930807276176
JUDGMENTS,9,5.856058092096274e-5,0.8158985470468713,2126,-0.0021290930807276176
JUMP,9,5.856058092096274e-5,0.8159571076277922,2127,-0.0021290930807276176
LEAST-SQUARES,9,5.856058092096274e-5,0.8160156682087131,2128,-0.0021290930807276176
LEGALIZED ABORTION,9,5.856058092096274e-5,0.816074228789634,2129,-0.0021290930807276176
LENGTH,9,5.856058092096274e-5,0.8161327893705549,2130,-0.0021290930807276176
LIABILITIES,9,5.856058092096274e-5,0.8161913499514758,2131,-0.0021290930807276176
LIKELIHOOD RATIO TEST,9,5.856058092096274e-5,0.8162499105323967,2132,-0.0021290930807276176
LIQUIDATION,9,5.856058092096274e-5,0.8163084711133176,2133,-0.0021290930807276176
LIVESTOCK,9,5.856058092096274e-5,0.8163670316942385,2134,-0.0021290930807276176
LONG-TERM-CARE,9,5.856058092096274e-5,0.8164255922751594,2135,-0.0021290930807276176
LOOKING,9,5.856058092096274e-5,0.8164841528560803,2136,-0.0021290930807276176
LOSERS,9,5.856058092096274e-5,0.8165427134370012,2137,-0.0021290930807276176
MACROECONOMIC CONSEQUENCES,9,5.856058092096274e-5,0.8166012740179222,2138,-0.0021290930807276176
MANAGED CARE,9,5.856058092096274e-5,0.8166598345988431,2139,-0.0021290930807276176
MANAGEMENT BUYOUTS,9,5.856058092096274e-5,0.816718395179764,2140,-0.0021290930807276176
MANAGERIAL OWNERSHIP,9,5.856058092096274e-5,0.8167769557606849,2141,-0.0021290930807276176
MARITAL FERTILITY,9,5.856058092096274e-5,0.8168355163416058,2142,-0.0021290930807276176
MATHEMATICS,9,5.856058092096274e-5,0.8168940769225267,2143,-0.0021290930807276176
MICROENTERPRISES,9,5.856058092096274e-5,0.8169526375034476,2144,-0.0021290930807276176
MILITARY,9,5.856058092096274e-5,0.8170111980843685,2145,-0.0021290930807276176
MISSING WOMEN,9,5.856058092096274e-5,0.8170697586652894,2146,-0.0021290930807276176
MORBIDITY,9,5.856058092096274e-5,0.8171283192462103,2147,-0.0021290930807276176
MULTINATIONAL-CORPORATIONS,9,5.856058092096274e-5,0.8171868798271312,2148,-0.0021290930807276176
NONEXPECTED UTILITY,9,5.856058092096274e-5,0.8172454404080521,2149,-0.0021290930807276176
NONLINEAR ADJUSTMENT,9,5.856058092096274e-5,0.817304000988973,2150,-0.0021290930807276176
NONNEUTRALITY,9,5.856058092096274e-5,0.817362561569894,2151,-0.0021290930807276176
NORMALITY,9,5.856058092096274e-5,0.8174211221508149,2152,-0.0021290930807276176
NUMERACY,9,5.856058092096274e-5,0.8174796827317358,2153,-0.0021290930807276176
OPEN ECONOMIES,9,5.856058092096274e-5,0.8175382433126567,2154,-0.0021290930807276176
ORGANIZED-CRIME,9,5.856058092096274e-5,0.8175968038935776,2155,-0.0021290930807276176
PAINTINGS,9,5.856058092096274e-5,0.8176553644744985,2156,-0.0021290930807276176
PATENT PROTECTION,9,5.856058092096274e-5,0.8177139250554194,2157,-0.0021290930807276176
PERCEPTION,9,5.856058092096274e-5,0.8177724856363403,2158,-0.0021290930807276176
PLACE,9,5.856058092096274e-5,0.8178310462172612,2159,-0.0021290930807276176
POINTS,9,5.856058092096274e-5,0.8178896067981821,2160,-0.0021290930807276176
POLLS,9,5.856058092096274e-5,0.817948167379103,2161,-0.0021290930807276176
POOR COUNTRIES,9,5.856058092096274e-5,0.8180067279600239,2162,-0.0021290930807276176
POSITIVE THEORY,9,5.856058092096274e-5,0.8180652885409448,2163,-0.0021290930807276176
PREDICTIVE REGRESSIONS,9,5.856058092096274e-5,0.8181238491218658,2164,-0.0021290930807276176
PRENATAL EXPOSURE,9,5.856058092096274e-5,0.8181824097027867,2165,-0.0021290930807276176
PRISON,9,5.856058092096274e-5,0.8182409702837076,2166,-0.0021290930807276176
PRIVATE INVESTMENT,9,5.856058092096274e-5,0.8182995308646285,2167,-0.0021290930807276176
PROMOTE,9,5.856058092096274e-5,0.8183580914455494,2168,-0.0021290930807276176
PROTEST,9,5.856058092096274e-5,0.8184166520264703,2169,-0.0021290930807276176
PUBLIC-GOODS PROVISION,9,5.856058092096274e-5,0.8184752126073912,2170,-0.0021290930807276176
PUBLIC-OPINION,9,5.856058092096274e-5,0.8185337731883121,2171,-0.0021290930807276176
PURCHASING-POWER-PARITY,9,5.856058092096274e-5,0.818592333769233,2172,-0.0021290930807276176
QUALITY-OF-LIFE,9,5.856058092096274e-5,0.8186508943501539,2173,-0.0021290930807276176
RELATIONAL CONTRACTS,9,5.856058092096274e-5,0.8187094549310748,2174,-0.0021290930807276176
RELUCTANT,9,5.856058092096274e-5,0.8187680155119957,2175,-0.0021290930807276176
RESIDUAL-BASED TESTS,9,5.856058092096274e-5,0.8188265760929166,2176,-0.0021290930807276176
RESPOND,9,5.856058092096274e-5,0.8188851366738376,2177,-0.0021290930807276176
RETALIATION,9,5.856058092096274e-5,0.8189436972547585,2178,-0.0021290930807276176
RETURN PREDICTABILITY,9,5.856058092096274e-5,0.8190022578356794,2179,-0.0021290930807276176
REVERSALS,9,5.856058092096274e-5,0.8190608184166003,2180,-0.0021290930807276176
RICE,9,5.856058092096274e-5,0.8191193789975212,2181,-0.0021290930807276176
ROLLS,9,5.856058092096274e-5,0.8191779395784421,2182,-0.0021290930807276176
ROTATING SAVINGS,9,5.856058092096274e-5,0.819236500159363,2183,-0.0021290930807276176
SEASONALITY,9,5.856058092096274e-5,0.8192950607402839,2184,-0.0021290930807276176
SECURITIES MARKETS,9,5.856058092096274e-5,0.8193536213212048,2185,-0.0021290930807276176
SEGMENTATION,9,5.856058092096274e-5,0.8194121819021257,2186,-0.0021290930807276176
SELF-REGULATION,9,5.856058092096274e-5,0.8194707424830466,2187,-0.0021290930807276176
SET,9,5.856058092096274e-5,0.8195293030639675,2188,-0.0021290930807276176
SHORT-SALES,9,5.856058092096274e-5,0.8195878636448884,2189,-0.0021290930807276176
SINGLE,9,5.856058092096274e-5,0.8196464242258094,2190,-0.0021290930807276176
SPECIFICITY,9,5.856058092096274e-5,0.8197049848067303,2191,-0.0021290930807276176
STAKES,9,5.856058092096274e-5,0.8197635453876512,2192,-0.0021290930807276176
STATISTICAL LIFE,9,5.856058092096274e-5,0.8198221059685721,2193,-0.0021290930807276176
STEREOTYPE THREAT,9,5.856058092096274e-5,0.819880666549493,2194,-0.0021290930807276176
STIGMA,9,5.856058092096274e-5,0.8199392271304139,2195,-0.0021290930807276176
STOCHASTIC TRENDS,9,5.856058092096274e-5,0.8199977877113348,2196,-0.0021290930807276176
STOCHASTIC-DOMINANCE,9,5.856058092096274e-5,0.8200563482922557,2197,-0.0021290930807276176
STOCK RETURN PREDICTABILITY,9,5.856058092096274e-5,0.8201149088731766,2198,-0.0021290930807276176
STRATIFICATION,9,5.856058092096274e-5,0.8201734694540975,2199,-0.0021290930807276176
STRUCTURE DYNAMICS,9,5.856058092096274e-5,0.8202320300350184,2200,-0.0021290930807276176
SUPPORT VECTOR MACHINES,9,5.856058092096274e-5,0.8202905906159393,2201,-0.0021290930807276176
TAX STRUCTURE,9,5.856058092096274e-5,0.8203491511968602,2202,-0.0021290930807276176
TECHNOLOGY DIFFUSION,9,5.856058092096274e-5,0.8204077117777812,2203,-0.0021290930807276176
TEMPTATION,9,5.856058092096274e-5,0.8204662723587021,2204,-0.0021290930807276176
TENURE SECURITY,9,5.856058092096274e-5,0.820524832939623,2205,-0.0021290930807276176
TERM STRUCTURE MODELS,9,5.856058092096274e-5,0.8205833935205439,2206,-0.0021290930807276176
TERM-STRUCTURE,9,5.856058092096274e-5,0.8206419541014648,2207,-0.0021290930807276176
THE-COUNTER MARKETS,9,5.856058092096274e-5,0.8207005146823857,2208,-0.0021290930807276176
THE-JOB SEARCH,9,5.856058092096274e-5,0.8207590752633066,2209,-0.0021290930807276176
THRESHOLD,9,5.856058092096274e-5,0.8208176358442275,2210,-0.0021290930807276176
TIMES,9,5.856058092096274e-5,0.8208761964251484,2211,-0.0021290930807276176
TRADING COSTS,9,5.856058092096274e-5,0.8209347570060693,2212,-0.0021290930807276176
TRANSACTIONS COSTS,9,5.856058092096274e-5,0.8209933175869902,2213,-0.0021290930807276176
TRANSITIONS,9,5.856058092096274e-5,0.8210518781679111,2214,-0.0021290930807276176
TREATIES,9,5.856058092096274e-5,0.821110438748832,2215,-0.0021290930807276176
TRUSTWORTHINESS,9,5.856058092096274e-5,0.821168999329753,2216,-0.0021290930807276176
VIOLENT CRIME,9,5.856058092096274e-5,0.8212275599106739,2217,-0.0021290930807276176
WEST,9,5.856058092096274e-5,0.8212861204915948,2218,-0.0021290930807276176
WEST-AFRICA,9,5.856058092096274e-5,0.8213446810725157,2219,-0.0021290930807276176
WESTERN-EUROPE,9,5.856058092096274e-5,0.8214032416534366,2220,-0.0021290930807276176
WILLINGNESS,9,5.856058092096274e-5,0.8214618022343575,2221,-0.0021290930807276176
WORKING,9,5.856058092096274e-5,0.8215203628152784,2222,-0.0021290930807276176
WORKPLACE,9,5.856058092096274e-5,0.8215789233961993,2223,-0.0021290930807276176
WORLD-WAR-I,9,5.856058092096274e-5,0.8216374839771202,2224,-0.0021290930807276176
1ST-PRICE,8,5.2053849707522433e-5,0.8216895378268277,2225,-0.0021290930807276176
ACCELERATOR,8,5.2053849707522433e-5,0.8217415916765353,2226,-0.0021290930807276176
ADDICTION,8,5.2053849707522433e-5,0.8217936455262428,2227,-0.0021290930807276176
AIDS,8,5.2053849707522433e-5,0.8218456993759503,2228,-0.0021290930807276176
APPLICANTS,8,5.2053849707522433e-5,0.8218977532256578,2229,-0.0021290930807276176
APPROVAL,8,5.2053849707522433e-5,0.8219498070753654,2230,-0.0021290930807276176
APPROXIMATION,8,5.2053849707522433e-5,0.8220018609250729,2231,-0.0021290930807276176
ASSET BUBBLES,8,5.2053849707522433e-5,0.8220539147747804,2232,-0.0021290930807276176
BACKED SECURITIES,8,5.2053849707522433e-5,0.8221059686244879,2233,-0.0021290930807276176
BAYESIAN-ANALYSIS,8,5.2053849707522433e-5,0.8221580224741954,2234,-0.0021290930807276176
BEHAVIORAL ECONOMICS,8,5.2053849707522433e-5,0.822210076323903,2235,-0.0021290930807276176
BENCHMARKS,8,5.2053849707522433e-5,0.8222621301736105,2236,-0.0021290930807276176
BIDDERS,8,5.2053849707522433e-5,0.822314184023318,2237,-0.0021290930807276176
BIDS,8,5.2053849707522433e-5,0.8223662378730255,2238,-0.0021290930807276176
BILATERAL TRADE,8,5.2053849707522433e-5,0.8224182917227331,2239,-0.0021290930807276176
BIRTHS,8,5.2053849707522433e-5,0.8224703455724406,2240,-0.0021290930807276176
BOND YIELDS,8,5.2053849707522433e-5,0.8225223994221481,2241,-0.0021290930807276176
BREAK,8,5.2053849707522433e-5,0.8225744532718556,2242,-0.0021290930807276176
BROKERS,8,5.2053849707522433e-5,0.8226265071215632,2243,-0.0021290930807276176
CALIFORNIA,8,5.2053849707522433e-5,0.8226785609712707,2244,-0.0021290930807276176
CANDIDATES,8,5.2053849707522433e-5,0.8227306148209782,2245,-0.0021290930807276176
CAPITAL-MARKET IMPERFECTIONS,8,5.2053849707522433e-5,0.8227826686706857,2246,-0.0021290930807276176
CASH HOLDINGS,8,5.2053849707522433e-5,0.8228347225203932,2247,-0.0021290930807276176
CASH-FLOW,8,5.2053849707522433e-5,0.8228867763701008,2248,-0.0021290930807276176
CAUSAL INFERENCE,8,5.2053849707522433e-5,0.8229388302198083,2249,-0.0021290930807276176
CEO COMPENSATION,8,5.2053849707522433e-5,0.8229908840695158,2250,-0.0021290930807276176
CHILD,8,5.2053849707522433e-5,0.8230429379192233,2251,-0.0021290930807276176
CLIMATE POLICY,8,5.2053849707522433e-5,0.8230949917689309,2252,-0.0021290930807276176
COINTEGRATION TESTS,8,5.2053849707522433e-5,0.8231470456186384,2253,-0.0021290930807276176
COLD-PRICKLE,8,5.2053849707522433e-5,0.8231990994683459,2254,-0.0021290930807276176
COLLEGE MAJOR,8,5.2053849707522433e-5,0.8232511533180534,2255,-0.0021290930807276176
COMMITTEE,8,5.2053849707522433e-5,0.823303207167761,2256,-0.0021290930807276176
CONSUMPTION EXTERNALITIES,8,5.2053849707522433e-5,0.8233552610174685,2257,-0.0021290930807276176
CONSUMPTION GROWTH,8,5.2053849707522433e-5,0.823407314867176,2258,-0.0021290930807276176
CORN,8,5.2053849707522433e-5,0.8234593687168835,2259,-0.0021290930807276176
CORPORATE YIELD SPREADS,8,5.2053849707522433e-5,0.823511422566591,2260,-0.0021290930807276176
CREDIT BOOMS,8,5.2053849707522433e-5,0.8235634764162986,2261,-0.0021290930807276176
CREDIT PROGRAMS,8,5.2053849707522433e-5,0.8236155302660061,2262,-0.0021290930807276176
CRITIQUE,8,5.2053849707522433e-5,0.8236675841157136,2263,-0.0021290930807276176
CURRENCY OPTIONS,8,5.2053849707522433e-5,0.8237196379654211,2264,-0.0021290930807276176
DATABASE,8,5.2053849707522433e-5,0.8237716918151287,2265,-0.0021290930807276176
DEINDUSTRIALIZATION,8,5.2053849707522433e-5,0.8238237456648362,2266,-0.0021290930807276176
DEVELOPMENT COOPERATION,8,5.2053849707522433e-5,0.8238757995145437,2267,-0.0021290930807276176
DIARRHEA,8,5.2053849707522433e-5,0.8239278533642512,2268,-0.0021290930807276176
DIFFERENTIATED DUOPOLY,8,5.2053849707522433e-5,0.8239799072139588,2269,-0.0021290930807276176
DIRECT FOREIGN-INVESTMENT,8,5.2053849707522433e-5,0.8240319610636663,2270,-0.0021290930807276176
DISASTER,8,5.2053849707522433e-5,0.8240840149133738,2271,-0.0021290930807276176
DISCOUNTS,8,5.2053849707522433e-5,0.8241360687630813,2272,-0.0021290930807276176
DISTORTIONARY TAXATION,8,5.2053849707522433e-5,0.8241881226127888,2273,-0.0021290930807276176
DIVERSIFICATION DISCOUNT,8,5.2053849707522433e-5,0.8242401764624964,2274,-0.0021290930807276176
DIVIDEND POLICY,8,5.2053849707522433e-5,0.8242922303122039,2275,-0.0021290930807276176
DOMESTIC INVESTORS,8,5.2053849707522433e-5,0.8243442841619114,2276,-0.0021290930807276176
DYNAMIC EQUILIBRIUM,8,5.2053849707522433e-5,0.8243963380116189,2277,-0.0021290930807276176
DYNAMIC PANELS,8,5.2053849707522433e-5,0.8244483918613265,2278,-0.0021290930807276176
EARNINGS FORECASTS,8,5.2053849707522433e-5,0.824500445711034,2279,-0.0021290930807276176
EASTERN,8,5.2053849707522433e-5,0.8245524995607415,2280,-0.0021290930807276176
ECONOMIC-CONDITIONS,8,5.2053849707522433e-5,0.824604553410449,2281,-0.0021290930807276176
EMPIRICAL TESTS,8,5.2053849707522433e-5,0.8246566072601565,2282,-0.0021290930807276176
EMPLOYEES,8,5.2053849707522433e-5,0.8247086611098641,2283,-0.0021290930807276176
EQUALIZATION,8,5.2053849707522433e-5,0.8247607149595716,2284,-0.0021290930807276176
EQUILIBRIUM-MODELS,8,5.2053849707522433e-5,0.8248127688092791,2285,-0.0021290930807276176
ETHNIC DIVISIONS,8,5.2053849707522433e-5,0.8248648226589866,2286,-0.0021290930807276176
EURO-AREA,8,5.2053849707522433e-5,0.8249168765086942,2287,-0.0021290930807276176
EXCHANGE ECONOMY,8,5.2053849707522433e-5,0.8249689303584017,2288,-0.0021290930807276176
EXPECTED-UTILITY,8,5.2053849707522433e-5,0.8250209842081092,2289,-0.0021290930807276176
EXPENSES,8,5.2053849707522433e-5,0.8250730380578167,2290,-0.0021290930807276176
EXPERTS,8,5.2053849707522433e-5,0.8251250919075243,2291,-0.0021290930807276176
EXPLOITATION,8,5.2053849707522433e-5,0.8251771457572318,2292,-0.0021290930807276176
